	Gene ID	Uniq_Name	KH2013	KYname	KHname	Description	name	ENSMUSG	ENSMUST	annotation_1	annotation_2	loc	SNR	variance	denoised_SNR	denoised_variance	gene_network_leiden	gene_network_n	leiden	gene_clusters_leiden
Tfap4-KY.Chr14.930	KY2019:KY.Chr14.930	Tfap4-KY.Chr14.930	KH.C14.448	TFAP4	TFAP4	16:4547375:4552962:-1 ENSMUSG00000005718.8 ENSMUST00000229956.1 protein_coding protein_coding Tfap4 transcription factor AP4 [Source:MGI Symbol;Acc:MGI:103239]	Tfap4	ENSMUSG00000005718.8	ENSMUST00000229956.1	protein_coding	protein_coding	16:4547375:4552962:-1	0.6361837514368612	0.7975863	0.5385373376951411	1.1144851	2	18	4	2
Bbs7-KY.Chr14.931	KY2019:KY.Chr14.931	Bbs7-KY.Chr14.931	KH.C14.264	BBS7	BBS7	3:36574871:36613285:-1 ENSMUSG00000037325.10 ENSMUST00000108155.7 protein_coding protein_coding Bbs7 Bardet-Biedl syndrome 7 (human) [Source:MGI Symbol;Acc:MGI:1918742]	Bbs7	ENSMUSG00000037325.10	ENSMUST00000108155.7	protein_coding	protein_coding	3:36574871:36613285:-1	0.2804806638948519	0.31916615	0.18718226679202238	0.4048082	5	20	1	9
KY2019:KY.Chr14.934	KY2019:KY.Chr14.934	KY2019:KY.Chr14.934	KH.C14.501	FAM171A2	FAM171A1/2	nan	nan	nan	nan	nan	nan	nan	0.354874853767978	0.5688758	0.2521846316169661	0.68570566	1	14	2	0
Ldb2-KY.Chr14.936	KY2019:KY.Chr14.936	Ldb2-KY.Chr14.936	KH.C14.544	LDB2	LDB1/2	5:44472140:44799602:-1 ENSMUSG00000039706.11 ENSMUST00000199261.1 protein_coding protein_coding Ldb2 LIM domain binding 2 [Source:MGI Symbol;Acc:MGI:894670]	Ldb2	ENSMUSG00000039706.11	ENSMUST00000199261.1	protein_coding	protein_coding	5:44472140:44799602:-1	0.3560640158361113	0.7187625	0.25982398090226555	0.7432812	2	27	4	7
Sema6a-KY.Chr14.939	KY2019:KY.Chr14.939	Sema6a-KY.Chr14.939	KH.C14.391	SEMA6A	SEMA6B	18:47247438:47368446:-1 ENSMUSG00000019647.16 ENSMUST00000076043.12 protein_coding protein_coding Sema6a sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6A [Source:MGI Symbol;Acc:MGI:1203727]	Sema6a	ENSMUSG00000019647.16	ENSMUST00000076043.12	protein_coding	protein_coding	18:47247438:47368446:-1	0.8106449388110323	1.5073333	0.6801392947894813	1.4506973	2	16	8	2
Fyco1-KY.Chr14.942	KY2019:KY.Chr14.942	Fyco1-KY.Chr14.942	KH.C14.141	FYCO1	FYCO1	9:123828512:123851881:-1 ENSMUSG00000025241.16 ENSMUST00000184082.2 protein_coding protein_coding Fyco1 FYVE and coiled-coil domain containing 1 [Source:MGI Symbol;Acc:MGI:107277]	Fyco1	ENSMUSG00000025241.16	ENSMUST00000184082.2	protein_coding	protein_coding	9:123828512:123851881:-1	0.4650715199935303	0.9051734	0.3731231568775157	0.99389297	1	45	5	6
Acad11-KY.Chr14.945	KY2019:KY.Chr14.945	Acad11-KY.Chr14.945	KH.C14.50	ACAD10	ACAD10	9:104063377:104127463:1 ENSMUSG00000090150.10 ENSMUST00000120854.7 protein_coding protein_coding Acad11 acyl-Coenzyme A dehydrogenase family, member 11 [Source:MGI Symbol;Acc:MGI:2143169]	Acad11	ENSMUSG00000090150.10	ENSMUST00000120854.7	protein_coding	protein_coding	9:104063377:104127463:1	0.36242118460207245	0.5161796	0.2600412094223259	0.6957297	3	9	2	3
Otp-KY.Chr14.946	KY2019:KY.Chr14.946	Otp-KY.Chr14.946	KH.C14.377	OTP	ALX1/3	13:94875602:94885130:1 ENSMUSG00000021685.11 ENSMUST00000022195.11 protein_coding protein_coding Otp orthopedia homeobox [Source:MGI Symbol;Acc:MGI:99835]	Otp	ENSMUSG00000021685.11	ENSMUST00000022195.11	protein_coding	protein_coding	13:94875602:94885130:1	0.663871397453397	0.49933106	0.44767144248187807	0.7957023	0	14	0	1
Snrnp48-KY.Chr14.950	KY2019:KY.Chr14.950	Snrnp48-KY.Chr14.950	KH.S2264.1	SNRNP48	SNRNP48	13:38204945:38227665:1 ENSMUSG00000021431.15 ENSMUST00000091641.12 protein_coding protein_coding Snrnp48 small nuclear ribonucleoprotein 48 (U11/U12) [Source:MGI Symbol;Acc:MGI:1915047]	Snrnp48	ENSMUSG00000021431.15	ENSMUST00000091641.12	protein_coding	protein_coding	13:38204945:38227665:1	0.2930664346369331	0.30562633	0.20761802014172662	0.47891867	3	16	2	3
Matn4-KY.Chr14.958	KY2019:KY.Chr14.958	Matn4-KY.Chr14.958	KH.C14.293	MATN1	KH2013:KH.C14.293_MATN1	2:164389393:164404612:-1 ENSMUSG00000016995.17 ENSMUST00000109358.7 protein_coding protein_coding Matn4 matrilin 4 [Source:MGI Symbol;Acc:MGI:1328314]	Matn4	ENSMUSG00000016995.17	ENSMUST00000109358.7	protein_coding	protein_coding	2:164389393:164404612:-1	2.020487803982354	4.346996	0.10416065029921652	0.47595447	7	15	10	15
Svep1-KY.Chr14.959	KY2019:KY.Chr14.959	Svep1-KY.Chr14.959	KH.C14.462	CR1	KH2013:KH.C14.462_MATN1/4	4:58042442:58206596:-1 ENSMUSG00000028369.15 ENSMUST00000042850.8 protein_coding protein_coding Svep1 sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1 [Source:MGI Symbol;Acc:MGI:1928849]	Svep1	ENSMUSG00000028369.15	ENSMUST00000042850.8	protein_coding	protein_coding	4:58042442:58206596:-1	0.24999975623964601	0.19999017	0.1743855292905756	0.32195035	5	25	1	5
Scfd2-KY.Chr14.970	KY2019:KY.Chr14.970	Scfd2-KY.Chr14.970	KH.C14.522	SCFD2	SCFD2	5:74204816:74531749:-1 ENSMUSG00000062110.14 ENSMUST00000072857.12 protein_coding protein_coding Scfd2 Sec1 family domain containing 2 [Source:MGI Symbol;Acc:MGI:2443446]	Scfd2	ENSMUSG00000062110.14	ENSMUST00000072857.12	protein_coding	protein_coding	5:74204816:74531749:-1	0.2838727203668957	0.36534306	0.19703818995249675	0.3823797	3	32	3	3
Trap1-KY.Chr14.971	KY2019:KY.Chr14.971	Trap1-KY.Chr14.971	KH.C14.318	TRAP1	TRAP1	16:4039971:4077827:-1 ENSMUSG00000005981.11 ENSMUST00000006137.8 protein_coding protein_coding Trap1 TNF receptor-associated protein 1 [Source:MGI Symbol;Acc:MGI:1915265]	Trap1	ENSMUSG00000005981.11	ENSMUST00000006137.8	protein_coding	protein_coding	16:4039971:4077827:-1	0.7620598273453995	1.2427866	0.5913599162983125	1.3702768	3	16	3	3
Trip4-KY.Chr14.972	KY2019:KY.Chr14.972	Trip4-KY.Chr14.972	KH.C14.223	TRIP4	KH2013:KH.C14.223_TRIP4	9:65833156:65885056:-1 ENSMUSG00000032386.15 ENSMUST00000117083.1 protein_coding protein_coding Trip4 thyroid hormone receptor interactor 4 [Source:MGI Symbol;Acc:MGI:1928469]	Trip4	ENSMUSG00000032386.15	ENSMUST00000117083.1	protein_coding	protein_coding	9:65833156:65885056:-1	0.2802395004004924	0.45308518	0.21985820041388074	0.49398196	3	22	2	3
Gpm6b-KY.Chr14.973	KY2019:KY.Chr14.973	Gpm6b-KY.Chr14.973	KH.S1140.1	GPM6A	KH2013:KH.S1140.1_GPM6B	X:166344692:166388988:1 ENSMUSG00000031342.17 ENSMUST00000112228.7 protein_coding protein_coding Gpm6b glycoprotein m6b [Source:MGI Symbol;Acc:MGI:107672]	Gpm6b	ENSMUSG00000031342.17	ENSMUST00000112228.7	protein_coding	protein_coding	X:166344692:166388988:1	0.3378726749382413	0.5424192	0.17959482624966297	0.3749399	0	23	0	1
Farsb-KY.Chr14.975	KY2019:KY.Chr14.975	Farsb-KY.Chr14.975	KH.C14.427	FARSB	FARSB	1:78425068:78488897:-1 ENSMUSG00000026245.16 ENSMUST00000068333.13 protein_coding protein_coding Farsb phenylalanyl-tRNA synthetase, beta subunit [Source:MGI Symbol;Acc:MGI:1346035]	Farsb	ENSMUSG00000026245.16	ENSMUST00000068333.13	protein_coding	protein_coding	1:78425068:78488897:-1	0.40539724146417205	0.59045815	0.30445114519489713	0.7358493	5	6	1	10
L3mbtl2-KY.Chr14.979	KY2019:KY.Chr14.979	L3mbtl2-KY.Chr14.979	KH.C14.280	MBTD1	MBTD1	15:81663956:81688315:1 ENSMUSG00000022394.14 ENSMUST00000172748.7 protein_coding protein_coding L3mbtl2 L3MBTL2 polycomb repressive complex 1 subunit [Source:MGI Symbol;Acc:MGI:2443584]	L3mbtl2	ENSMUSG00000022394.14	ENSMUST00000172748.7	protein_coding	protein_coding	15:81663956:81688315:1	0.3497478035283396	0.52103937	0.2842130689561264	0.65130186	4	8	1	5
Sumo2-KY.Chr14.980	KY2019:KY.Chr14.980	Sumo2-KY.Chr14.980	KH.C14.411	SUMO2	SUMO2/3/4	11:115523102:115536276:-1 ENSMUSG00000020738.16 ENSMUST00000153892.1 protein_coding protein_coding Sumo2 small ubiquitin-like modifier 2 [Source:MGI Symbol;Acc:MGI:2158813]	Sumo2	ENSMUSG00000020738.16	ENSMUST00000153892.1	protein_coding	protein_coding	11:115523102:115536276:-1	0.580969602341356	0.953084	0.4400938393736327	1.1959403	3	42	3	3
Pds5b-KY.Chr14.981	KY2019:KY.Chr14.981	Pds5b-KY.Chr14.981	KH.C14.559	PDS5B	PDS5A	5:150673827:150810667:1 ENSMUSG00000034021.15 ENSMUST00000038900.14 protein_coding protein_coding Pds5b PDS5 cohesin associated factor B [Source:MGI Symbol;Acc:MGI:2140945]	Pds5b	ENSMUSG00000034021.15	ENSMUST00000038900.14	protein_coding	protein_coding	5:150673827:150810667:1	0.6092977351979042	1.0381956	0.47321640603267207	1.1053567	1	19	2	0
Uba5-KY.Chr14.983	KY2019:KY.Chr14.983	Uba5-KY.Chr14.983	KH.C14.109	UBA5	UBA5	9:104046599:104063134:-1 ENSMUSG00000032557.13 ENSMUST00000035166.11 protein_coding protein_coding Uba5 ubiquitin-like modifier activating enzyme 5 [Source:MGI Symbol;Acc:MGI:1913913]	Uba5	ENSMUSG00000032557.13	ENSMUST00000035166.11	protein_coding	protein_coding	9:104046599:104063134:-1	0.4601247651326113	0.7758646	0.2497550495679113	0.709031	2	8	4	7
Exosc8-KY.Chr14.984	KY2019:KY.Chr14.984	Exosc8-KY.Chr14.984	KH.C14.552	EXOSC8	EXOSC8	3:54728678:54735393:-1 ENSMUSG00000027752.15 ENSMUST00000029316.15 protein_coding protein_coding Exosc8 exosome component 8 [Source:MGI Symbol;Acc:MGI:1916889]	Exosc8	ENSMUSG00000027752.15	ENSMUST00000029316.15	protein_coding	protein_coding	3:54728678:54735393:-1	0.2823373394187739	0.44657245	0.21907225588441762	0.6216178	2	19	4	7
Srp68-KY.Chr14.985	KY2019:KY.Chr14.985	Srp68-KY.Chr14.985	KH.C14.273	SRP68	SRP68	11:116245166:116274217:-1 ENSMUSG00000020780.15 ENSMUST00000021133.15 protein_coding protein_coding Srp68 signal recognition particle 68 [Source:MGI Symbol;Acc:MGI:1917447]	Srp68	ENSMUSG00000020780.15	ENSMUST00000021133.15	protein_coding	protein_coding	11:116245166:116274217:-1	0.6635002747508063	1.1428171	0.4419991465037649	1.0809296	4	59	3	5
Ankrd10-KY.Chr14.987	KY2019:KY.Chr14.987	Ankrd10-KY.Chr14.987	KH.C14.435	ANKRD10	ANKRD10	8:11611583:11635757:-1 ENSMUSG00000031508.14 ENSMUST00000169782.2 protein_coding protein_coding Ankrd10 ankyrin repeat domain 10 [Source:MGI Symbol;Acc:MGI:1921840]	Ankrd10	ENSMUSG00000031508.14	ENSMUST00000169782.2	protein_coding	protein_coding	8:11611583:11635757:-1	0.44728208043634	0.7128943	0.3580099132710511	0.6033707	5	20	1	9
Sntg1-KY.Chr14.994	KY2019:KY.Chr14.994	Sntg1-KY.Chr14.994	KH.C14.451	SNTG1	SNTG1/2	1:8363475:8803943:-1 ENSMUSG00000025909.16 ENSMUST00000115488.2 protein_coding protein_coding Sntg1 syntrophin, gamma 1 [Source:MGI Symbol;Acc:MGI:1918346]	Sntg1	ENSMUSG00000025909.16	ENSMUST00000115488.2	protein_coding	protein_coding	1:8363475:8803943:-1	0.35531417513860525	0.64021933	0.2598163901350636	0.75278497	5	13	1	9
Mad2l1-KY.Chr14.1000	KY2019:KY.Chr14.1000	Mad2l1-KY.Chr14.1000	KH.C14.279	MAD2L1	MAD2L1	6:66535468:66540991:1 ENSMUSG00000029910.14 ENSMUST00000101343.1 protein_coding protein_coding Mad2l1 MAD2 mitotic arrest deficient-like 1 [Source:MGI Symbol;Acc:MGI:1860374]	Mad2l1	ENSMUSG00000029910.14	ENSMUST00000101343.1	protein_coding	protein_coding	6:66535468:66540991:1	0.7529420855559993	1.2566987	0.5807224676521051	1.2361754	1	17	2	0
Pomt2-KY.Chr14.1001	KY2019:KY.Chr14.1001	Pomt2-KY.Chr14.1001	KH.C14.571	POMT2	POMT1/2	12:87106861:87147902:-1 ENSMUSG00000034126.5 ENSMUST00000037788.5 protein_coding protein_coding Pomt2 protein-O-mannosyltransferase 2 [Source:MGI Symbol;Acc:MGI:2444430]	Pomt2	ENSMUSG00000034126.5	ENSMUST00000037788.5	protein_coding	protein_coding	12:87106861:87147902:-1	0.21740190636977125	0.25556254	0.16644933653087826	0.31440273	3	18	2	3
Vps35l-KY.Chr14.1002	KY2019:KY.Chr14.1002	Vps35l-KY.Chr14.1002	KH.C14.39	VPS35L	C16ORF62	7:118740747:118841489:1 ENSMUSG00000030982.19 ENSMUST00000106553.7 protein_coding protein_coding Vps35l VPS35 endosomal protein sorting factor like [Source:MGI Symbol;Acc:MGI:1918767]	Vps35l	ENSMUSG00000030982.19	ENSMUST00000106553.7	protein_coding	protein_coding	7:118740747:118841489:1	0.23368727881408255	0.30642045	0.17414463794748633	0.33410943	3	36	3	3
Zfr-KY.Chr14.1003	KY2019:KY.Chr14.1003	Zfr-KY.Chr14.1003	KH.C14.282	ZFR	AIM3	15:12117831:12185683:1 ENSMUSG00000022201.16 ENSMUST00000122941.7 protein_coding protein_coding Zfr zinc finger RNA binding protein [Source:MGI Symbol;Acc:MGI:1341890]	Zfr	ENSMUSG00000022201.16	ENSMUST00000122941.7	protein_coding	protein_coding	15:12117831:12185683:1	1.0436074163523676	1.4059753	0.9832921501733349	1.2732587	5	10	1	10
Yipf7-KY.Chr14.1007	KY2019:KY.Chr14.1007	Yipf7-KY.Chr14.1007	KH.C14.220	YIPF5	YIPF5/7	5:69516671:69542648:-1 ENSMUSG00000029158.9 ENSMUST00000031045.9 protein_coding protein_coding Yipf7 Yip1 domain family, member 7 [Source:MGI Symbol;Acc:MGI:1922831]	Yipf7	ENSMUSG00000029158.9	ENSMUST00000031045.9	protein_coding	protein_coding	5:69516671:69542648:-1	0.5143769526233655	0.96008897	0.22780249515881854	0.6423313	2	42	4	7
Atp7a-KY.Chr14.1008	KY2019:KY.Chr14.1008	Atp7a-KY.Chr14.1008	KH.C14.107	ATP7B	ATP7A	X:106027276:106124917:1 ENSMUSG00000033792.12 ENSMUST00000113557.7 protein_coding protein_coding Atp7a ATPase, Cu++ transporting, alpha polypeptide [Source:MGI Symbol;Acc:MGI:99400]	Atp7a	ENSMUSG00000033792.12	ENSMUST00000113557.7	protein_coding	protein_coding	X:106027276:106124917:1	0.43310022799627707	0.76494676	0.3102343573691493	0.84077454	5	26	1	9
KY2019:KY.Chr14.1009	KY2019:KY.Chr14.1009	KY2019:KY.Chr14.1009	KH.C14.515	NDUFC2	KH2013:KH.C14.515	nan	nan	nan	nan	nan	nan	nan	0.40722496406910097	0.6983306	0.300054894249483	0.82466346	2	12	3	3
Pcmt1-KY.Chr14.1011	KY2019:KY.Chr14.1011	Pcmt1-KY.Chr14.1011	KH.C14.196	PCMT1	CCDC169	CHR_MG4138_PATCH:7563494:7589025:-1 ENSMUSG00000116405.1 ENSMUST00000230258.1 protein_coding protein_coding Pcmt1 protein-L-isoaspartate (D-aspartate) O-methyltransferase 1 [Source:MGI Symbol;Acc:MGI:97502]	Pcmt1	ENSMUSG00000116405.1	ENSMUST00000230258.1	protein_coding	protein_coding	CHR_MG4138_PATCH:7563494:7589025:-1	0.31951660295517226	0.59072584	0.2637962204381165	0.68992525	4	16	3	5
Eif3k-KY.Chr14.1013	KY2019:KY.Chr14.1013	Eif3k-KY.Chr14.1013	KH.C14.193	EIF3J	EIF3J	7:28971372:28981814:-1 ENSMUSG00000053565.10 ENSMUST00000066070.6 protein_coding protein_coding Eif3k eukaryotic translation initiation factor 3, subunit K [Source:MGI Symbol;Acc:MGI:1921080]	Eif3k	ENSMUSG00000053565.10	ENSMUST00000066070.6	protein_coding	protein_coding	7:28971372:28981814:-1	0.7927957119933904	1.1519282	0.6783415315743164	1.2976719	5	30	1	10
KY2019:KY.Chr14.1016	KY2019:KY.Chr14.1016	KY2019:KY.Chr14.1016	KH.C14.34	MIF4GD	KH2013:KH.C14.34	nan	nan	nan	nan	nan	nan	nan	0.2796009357377959	0.27543336	0.20684263296822997	0.4576376	5	23	4	2
KY2019:KY.Chr14.1019	KY2019:KY.Chr14.1019	KY2019:KY.Chr14.1019	KH.C14.545	RERE	KH2013:KH.C14.545	nan	nan	nan	nan	nan	nan	nan	0.2906098233667893	0.46930584	0.20652189159210974	0.6946949	0	8	0	12
Mtmr7-KY.Chr14.1026	KY2019:KY.Chr14.1026	Mtmr7-KY.Chr14.1026	KH.C14.450	MTMR8	MTMR6/7/8	8:40554661:40634792:-1 ENSMUSG00000039431.16 ENSMUST00000174205.7 protein_coding protein_coding Mtmr7 myotubularin related protein 7 [Source:MGI Symbol;Acc:MGI:1891693]	Mtmr7	ENSMUSG00000039431.16	ENSMUST00000174205.7	protein_coding	protein_coding	8:40554661:40634792:-1	0.26142093370369524	0.45982265	0.19984324697524777	0.32343966	3	18	2	3
Idh3a-KY.Chr14.1027	KY2019:KY.Chr14.1027	Idh3a-KY.Chr14.1027	KH.C14.422	IDH3A	IDH3A	9:54586334:54604661:1 ENSMUSG00000032279.11 ENSMUST00000217484.1 protein_coding protein_coding Idh3a isocitrate dehydrogenase 3 (NAD+) alpha [Source:MGI Symbol;Acc:MGI:1915084]	Idh3a	ENSMUSG00000032279.11	ENSMUST00000217484.1	protein_coding	protein_coding	9:54586334:54604661:1	0.41049539816615643	0.45476782	0.3029586624177244	0.59937596	0	28	0	1
Golga4-KY.Chr14.1029	KY2019:KY.Chr14.1029	Golga4-KY.Chr14.1029	KH.C14.297	GOLGA4	GOLGA4	9:118506267:118582519:1 ENSMUSG00000038708.10 ENSMUST00000084820.5 protein_coding protein_coding Golga4 golgi autoantigen, golgin subfamily a, 4 [Source:MGI Symbol;Acc:MGI:1859646]	Golga4	ENSMUSG00000038708.10	ENSMUST00000084820.5	protein_coding	protein_coding	9:118506267:118582519:1	0.811508928871209	1.5702624	0.5890205446026853	1.2597145	1	18	5	6
Dnaja3-KY.Chr14.1031	KY2019:KY.Chr14.1031	Dnaja3-KY.Chr14.1031	KH.C14.219	DNAJA3	DNAJA3	16:4684096:4707695:1 ENSMUSG00000004069.17 ENSMUST00000115854.3 protein_coding protein_coding Dnaja3 DnaJ heat shock protein family (Hsp40) member A3 [Source:MGI Symbol;Acc:MGI:1933786]	Dnaja3	ENSMUSG00000004069.17	ENSMUST00000115854.3	protein_coding	protein_coding	16:4684096:4707695:1	0.7278168520842182	0.78765374	0.5917811521659309	1.092241	4	6	1	5
KY2019:KY.Chr14.1032	KY2019:KY.Chr14.1032	KY2019:KY.Chr14.1032	KH.C14.339	SLC5A10	KH2013:KH.C14.339	nan	nan	nan	nan	nan	nan	nan	0.27857668729856944	0.3811028	0.19574903953208836	0.6397704	3	45	5	11
KY2019:KY.Chr14.1034	KY2019:KY.Chr14.1034	KY2019:KY.Chr14.1034	KH.C14.91	ATF6B	KH2013:KH.C14.91	nan	nan	nan	nan	nan	nan	nan	0.42645855248032655	0.47175297	0.32009535387554544	0.88232607	4	22	1	10
Rars-KY.Chr14.1041	KY2019:KY.Chr14.1041	Rars-KY.Chr14.1041	KH.C14.177	BRD1	RARS	11:35808381:35834506:-1 ENSMUSG00000018848.4 ENSMUST00000018992.3 protein_coding protein_coding Rars arginyl-tRNA synthetase [Source:MGI Symbol;Acc:MGI:1914297]	Rars	ENSMUSG00000018848.4	ENSMUST00000018992.3	protein_coding	protein_coding	11:35808381:35834506:-1	0.5285759200658022	0.8742735	0.3977766976993705	0.9448757	3	21	3	3
KY2019:KY.Chr14.1042	KY2019:KY.Chr14.1042	KY2019:KY.Chr14.1042	KH.C14.164	ERP44	KH2013:KH.C14.164	nan	nan	nan	nan	nan	nan	nan	0.2218201562523938	0.22545278	0.16397171155023063	0.28712335	0	23	2	0
Pitrm1-KY.Chr14.1043	KY2019:KY.Chr14.1043	Pitrm1-KY.Chr14.1043	KH.C14.192	PITRM1	PITRM1	13:6548149:6580042:1 ENSMUSG00000021193.10 ENSMUST00000021611.9 protein_coding protein_coding Pitrm1 pitrilysin metallepetidase 1 [Source:MGI Symbol;Acc:MGI:1916867]	Pitrm1	ENSMUSG00000021193.10	ENSMUST00000021611.9	protein_coding	protein_coding	13:6548149:6580042:1	0.22317089661814168	0.13589084	0.16945623448065322	0.22937174	5	10	1	9
Marchf7-KY.Chr14.1057	KY2019:KY.Chr14.1057	Marchf7-KY.Chr14.1057	KH.C14.540	MARCH7	KH2013:KH.C14.540_ACAN	2:60224769:60247957:1 ENSMUSG00000026977.17 ENSMUST00000067542.14 protein_coding protein_coding Marchf7 membrane associated ring-CH-type finger 7 [Source:MGI Symbol;Acc:MGI:1931053]	Marchf7	ENSMUSG00000026977.17	ENSMUST00000067542.14	protein_coding	protein_coding	2:60224769:60247957:1	0.24364894475091473	0.22601692	0.15733148659972926	0.31904194	1	14	2	13
Myf5-KY.Chr14.1058	KY2019:KY.Chr14.1058	Myf5-KY.Chr14.1058	KH.C14.307	MYF5	MYF5	10:107482908:107486134:-1 ENSMUSG00000000435.1 ENSMUST00000000445.1 protein_coding protein_coding Myf5 myogenic factor 5 [Source:MGI Symbol;Acc:MGI:97252]	Myf5	ENSMUSG00000000435.1	ENSMUST00000000445.1	protein_coding	protein_coding	10:107482908:107486134:-1	1.0667762925084425	0.45919257	0.5065443812645481	0.46066368	6	3	7	8
Frs3-KY.Chr14.1060	KY2019:KY.Chr14.1060	Frs3-KY.Chr14.1060	KH.C14.464	FRS3	FRS2/3	17:47695198:47704286:1 ENSMUSG00000023266.11 ENSMUST00000113296.7 protein_coding protein_coding Frs3 fibroblast growth factor receptor substrate 3 [Source:MGI Symbol;Acc:MGI:2135965]	Frs3	ENSMUSG00000023266.11	ENSMUST00000113296.7	protein_coding	protein_coding	17:47695198:47704286:1	0.9147606755617971	1.2084496	0.8653485322627941	1.2373753	2	15	4	2
Psen2-KY.Chr14.1061	KY2019:KY.Chr14.1061	Psen2-KY.Chr14.1061	KH.C14.550	PSEN2	PSEN1/2	1:180227443:180248150:-1 ENSMUSG00000010609.15 ENSMUST00000111105.7 protein_coding protein_coding Psen2 presenilin 2 [Source:MGI Symbol;Acc:MGI:109284]	Psen2	ENSMUSG00000010609.15	ENSMUST00000111105.7	protein_coding	protein_coding	1:180227443:180248150:-1	0.5300850181890115	0.9881994	0.4366149141167284	1.1186885	2	26	8	2
Slc25a32-KY.Chr14.1062	KY2019:KY.Chr14.1062	Slc25a32-KY.Chr14.1062	KH.C14.387	SLC25A32	KH2013:KH.C14.387	CHR_MG4261_PATCH:38954382:38975867:-1 ENSMUSG00000107007.3 ENSMUST00000202369.3 protein_coding protein_coding Slc25a32 solute carrier family 25, member 32 [Source:MGI Symbol;Acc:MGI:1917156]	Slc25a32	ENSMUSG00000107007.3	ENSMUST00000202369.3	protein_coding	protein_coding	CHR_MG4261_PATCH:38954382:38975867:-1	0.3316450503214543	0.26750877	0.2397396715266125	0.44997427	5	6	1	9
Atp6v1e1-KY.Chr14.1063	KY2019:KY.Chr14.1063	Atp6v1e1-KY.Chr14.1063	KH.C14.308	ATP6V1E1	ATP6V1E1/2	6:120795244:120822793:-1 ENSMUSG00000019210.10 ENSMUST00000019354.10 protein_coding protein_coding Atp6v1e1 ATPase, H+ transporting, lysosomal V1 subunit E1 [Source:MGI Symbol;Acc:MGI:894326]	Atp6v1e1	ENSMUSG00000019210.10	ENSMUST00000019354.10	protein_coding	protein_coding	6:120795244:120822793:-1	0.5393915038735873	1.1026952	0.33117487941678747	0.98783386	3	20	5	11
Rab3il1-KY.Chr14.1065	KY2019:KY.Chr14.1065	Rab3il1-KY.Chr14.1065	KH.C14.340	RAB3IL1	RAB3IL1	19:10001669:10035586:1 ENSMUSG00000024663.20 ENSMUST00000121418.7 protein_coding protein_coding Rab3il1 RAB3A interacting protein (rabin3)-like 1 [Source:MGI Symbol;Acc:MGI:1922010]	Rab3il1	ENSMUSG00000024663.20	ENSMUST00000121418.7	protein_coding	protein_coding	19:10001669:10035586:1	0.260710754877812	0.39599937	0.17614485688473658	0.35422072	0	16	2	0
Rp2-KY.Chr14.1066	KY2019:KY.Chr14.1066	Rp2-KY.Chr14.1066	KH.C14.573	RP2	RP2	X:20364481:20400857:1 ENSMUSG00000060090.16 ENSMUST00000115391.7 protein_coding protein_coding Rp2 retinitis pigmentosa 2 homolog [Source:MGI Symbol;Acc:MGI:1277953]	Rp2	ENSMUSG00000060090.16	ENSMUST00000115391.7	protein_coding	protein_coding	X:20364481:20400857:1	0.3778070003473956	0.61565155	0.2068232525141491	0.5067476	1	19	6	4
Cmtm4-KY.Chr14.1068	KY2019:KY.Chr14.1068	Cmtm4-KY.Chr14.1068	KH.C14.140	CMTM4	CMTM4	8:104348191:104395807:-1 ENSMUSG00000096188.1 ENSMUST00000179802.1 protein_coding protein_coding Cmtm4 CKLF-like MARVEL transmembrane domain containing 4 [Source:MGI Symbol;Acc:MGI:2142888]	Cmtm4	ENSMUSG00000096188.1	ENSMUST00000179802.1	protein_coding	protein_coding	8:104348191:104395807:-1	0.3183147264678284	0.5713108	0.20563101102525144	0.506577	4	21	1	5
Gab2-KY.Chr14.1069	KY2019:KY.Chr14.1069	Gab2-KY.Chr14.1069	KH.C14.112	GAB1	DPY-21	7:97081776:97305036:1 ENSMUSG00000004508.6 ENSMUST00000206791.1 protein_coding protein_coding Gab2 growth factor receptor bound protein 2-associated protein 2 [Source:MGI Symbol;Acc:MGI:1333854]	Gab2	ENSMUSG00000004508.6	ENSMUST00000206791.1	protein_coding	protein_coding	7:97081776:97305036:1	0.21705492777904256	0.2876236	0.13427067482595006	0.21804944	1	11	5	6
Wls-KY.Chr14.1072	KY2019:KY.Chr14.1072	Wls-KY.Chr14.1072	KH.C14.127	LPGAT1	KH2013:KH.C14.127_LPGAT1	3:159839737:159938664:1 ENSMUSG00000028173.10 ENSMUST00000198878.1 protein_coding protein_coding Wls wntless WNT ligand secretion mediator [Source:MGI Symbol;Acc:MGI:1915401]	Wls	ENSMUSG00000028173.10	ENSMUST00000198878.1	protein_coding	protein_coding	3:159839737:159938664:1	0.3894475737098103	0.7830095	0.294577906967267	0.72786725	3	57	2	0
KY2019:KY.Chr14.1073	KY2019:KY.Chr14.1073	KY2019:KY.Chr14.1073	KH.C14.124	SECTM1	KH2013:KH.C14.124	nan	nan	nan	nan	nan	nan	nan	0.7648822300266566	1.4080883	0.5728151124795873	1.4468043	1	15	6	0
